企鹅电竞:江左媒郎  ：142893859,http://3954-out.liveplay.myqcloud.com/live/3954_142893859.flv?bizid=3954&txSecret=7d0412048aa7b0adfc34191813e2fda5&txTime=61b179ae
斗鱼:网神影厅  ：508118,http://dyscdnali1.douyucdn.cn/live/508118rG5xA0tLKu.flv?uuid=
企鹅电竞:周星驰经典电影  ：199681168,http://3954-out.liveplay.myqcloud.com/live/3954_199681168.flv?bizid=3954&txSecret=981ab07c1383a453f77aca5ceba945e2&txTime=61aec95e
企鹅电竞:梦剧場  ：616645877,http://3954-out.liveplay.myqcloud.com/live/3954_616645877.flv?bizid=3954&txSecret=029a0ce4b4ee1772470b6109f49e1d08&txTime=61b21238
斗鱼:苹果Zei妖  ：2793084,http://dyscdnali1.douyucdn.cn/live/2793084rjUc2tneU.flv?uuid=
斗鱼:快进贱  ：7517784,http://dyscdnali1.douyucdn.cn/live/7517784r5QPZOakg.flv?uuid=
斗鱼:狂仔酷炫  ：252802,http://dyscdnali1.douyucdn.cn/live/252802r02PBvJk8K.flv?uuid=
斗鱼:狂拽酷炫  ：4332,http://dyscdnali1.douyucdn.cn/live/4332rxQmudda5oMa.flv?uuid=
斗鱼:酷炫小剧场  ：36337,http://dyscdnali1.douyucdn.cn/live/36337rA1GCcchjqd.flv?uuid=
企鹅电竞:师父我是二师兄  ：231601391,http://3954-out.liveplay.myqcloud.com/live/3954_231601391.flv?bizid=3954&txSecret=4e81f4c2c41336b41b35169e46e0226f&txTime=61b3336b
企鹅电竞:逗逼的老猫呀  ：360126181,http://3954-out.liveplay.myqcloud.com/live/3954_360126181.flv?bizid=3954&txSecret=93b2e3c6a84a8e9d90cc961ef45a90c3&txTime=61b2c43a
企鹅电竞:泡泡跑龙龙  ：504209819,http://3954-out.liveplay.myqcloud.com/live/3954_504209819.flv?bizid=3954&txSecret=833499d69ad4101bf8a5d14d407f9b54&txTime=61ac3bb0
斗鱼:I凌云渡I  ：785252,http://dyscdnali1.douyucdn.cn/live/785252rD4c6HnpCO.flv?uuid=
企鹅电竞:国外经典电影  ：382971876,http://3954-out.liveplay.myqcloud.com/live/3954_382971876.flv?bizid=3954&txSecret=120d6af7c70c43dabdefd1192c7bd41f&txTime=61b2491f
斗鱼:小小亭长  ：5802446,http://dyscdnali1.douyucdn.cn/live/5802446rqMpZ0b8R.flv?uuid=
斗鱼:刘阁老  ：9290474,http://dyscdnali1.douyucdn.cn/live/9290474rUoSmlfQ6.flv?uuid=
斗鱼:无双十三香  ：4870914,http://dyscdnali1.douyucdn.cn/live/4870914rLIcOvtiT.flv?uuid=
斗鱼:放影师  ：5129261,http://dyscdnali1.douyucdn.cn/live/5129261rSQg3lMXW.flv?uuid=
斗鱼:春卷大师  ：52787,http://dyscdnali1.douyucdn.cn/live/52787rEKyx5UJA7E.flv?uuid=
斗鱼:萌小鬼  ：3928,http://dyscdnali1.douyucdn.cn/live/3928r9p0BHMDG.flv?uuid=
斗鱼:Rainsunn  ：323876,http://dyscdnali1.douyucdn.cn/live/323876rVG9fNP17E.flv?uuid=
斗鱼:s1134  ：248753,http://dyscdnali1.douyucdn.cn/live/248753rvYnutaAgJ.flv?uuid=
斗鱼:疯狂小潴潴  ：5522351,http://dyscdnali1.douyucdn.cn/live/5522351reilLD8iX.flv?uuid=
斗鱼:傲娇的虾虾  ：338759,http://dyscdnali1.douyucdn.cn/live/338759rDXMBm2Z4d.flv?uuid=
斗鱼:安全套不套  ：5423,http://dyscdnali1.douyucdn.cn/live/5423ria6X1DSWqod.flv?uuid=
斗鱼:么奶瓶  ：7644931,http://dyscdnali1.douyucdn.cn/live/7644931rK7nQ73qO.flv?uuid=
企鹅电竞:凤凰孝  ：534943600,http://3954-out.liveplay.myqcloud.com/live/3954_534943600.flv?bizid=3954&txSecret=9df3a2fb12d1d8ba3ffffd0efe10b465&txTime=61b33b3c
斗鱼:特辑电影院  ：3637778,http://dyscdnali1.douyucdn.cn/live/3637778raLSXdOdu.flv?uuid=
斗鱼:冯人苑  ：9292499,http://dyscdnali1.douyucdn.cn/live/9292499rQ0QkH3HP.flv?uuid=
斗鱼:开森的Mia  ：6537888,http://dyscdnali1.douyucdn.cn/live/6537888rFxZW1tSI.flv?uuid=
斗鱼:橙幕Orange丶  ：4549169,http://dyscdnali1.douyucdn.cn/live/4549169rv4OKGN7X.flv?uuid=
企鹅电竞:S8G-无尉舰长  ：145086784,http://3954-out.liveplay.myqcloud.com/live/3954_145086784.flv?bizid=3954&txSecret=72ba5dd19a8e5a3bb75c17d96e9e1fa8&txTime=61b16a14
斗鱼:吃奶滴虫  ：263824,http://dyscdnali1.douyucdn.cn/live/263824r6Da3vnI5O.flv?uuid=
斗鱼:baby丶贝贝  ：431460,http://dyscdnali1.douyucdn.cn/live/431460rVVp2EyFk5.flv?uuid=
斗鱼:吃米滴虫  ：315457,http://dyscdnali1.douyucdn.cn/live/315457rGxEJOfxKX.flv?uuid=
斗鱼:进击の神乐  ：122402,http://dyscdnali1.douyucdn.cn/live/122402rK7MO9bXSq.flv?uuid=
斗鱼:进击的神乐  ：85894,http://dyscdnali1.douyucdn.cn/live/85894rmovieChow.flv?uuid=
斗鱼:金庸影视剧  ：9356350,http://dyscdnali1.douyucdn.cn/live/9356350rXfvkEKjN.flv?uuid=
斗鱼:UHD杜比视界  ：9249162,http://dyscdnali1.douyucdn.cn/live/9249162r3wBFjE95.flv?uuid=
斗鱼:伊太刀刀  ：747764,http://dyscdnali1.douyucdn.cn/live/747764rfA3HOpaVl.flv?uuid=
斗鱼:尽整没用D  ：8791622,http://dyscdnali1.douyucdn.cn/live/8791622rgnkxR0v9.flv?uuid=
斗鱼:少女可乐橙  ：20415,http://dyscdnali1.douyucdn.cn/live/20415rnWbjg6Ex1K.flv?uuid=
B站:德云社哔哩分社  ：22239221,https://d1--cn-gotcha04.bilivideo.com/live-bvc/378073/live_269344644_49309065.flv?cdn=cn-gotcha04&expires=1638536227&len=0&oi=2071674078&pt=web&qn=10000&trid=10005d57080d6f8046d5a0c6890a5b6570b3&sigparams=cdn,expires,len,oi,pt,qn,trid&sign=d2131d4cab042c66037e3508547d27cb&ptype=0&src=9&sl=1&sk=620f65d353434239763b6f00b7f4643d&order=1
B站:老公BV  ：47917,https://d1--cn-gotcha04.bilivideo.com/live-bvc/948518/live_14659392_8620418.flv?cdn=cn-gotcha04&expires=1638536226&len=0&oi=2071674078&pt=web&qn=10000&trid=1000404a1ea9e349475aa4b6cd81b351ebd6&sigparams=cdn,expires,len,oi,pt,qn,trid&sign=44dd9daf4b5df03405342f4028920e6c&ptype=0&src=9&sl=2&sk=390a7738ee76d9568c13e56b3d2d3197&order=1
